Noisy Radio Signal,Convolutional Encoded Signal,Cyclic Encoded Signal,Space Weather Type,Space Weather Intensity,n,k,m
0  1  1  0  1  0  0  0  1  1  0  1  0  1  0  0  0  1  0  0  1  1  0  0  0  0  1  0  1  0  1  0  0  0  0  1  1  1  0  0  0  1  1  1  1  1  0  0  0  0  1  1  0  1  1  1  0  1  1  0  1  0  1  0  1  1  0  0  0  1  1  1  0  0  1  0  1  0  0  0  0  0  1  1  1  0  0  0  0  0  0  0  0  1  0  1  1  1  0  1,1  0  1  1  0  1  0  1  0  0  0  1  1  0  1  1  0  0  0  1  1  1  1  0  0  1  1  1  0  0  0  0  1  1  1  0  1  0  1  0  0  0  0  0  0  0  1  0  0  1  1  1  1  1  0  0  0  1  1  0  1  0  0  1  0  0  0  0  1  1  0  1  0  0  0  1  1  0  0  0  0  1  1  0  1  0  1  1  0  1  0  1  1  0  0  0  1  0  1  0,1  0  1  1  0  1  0  1  0  0  0  1  1  0  1  1  0  0  0  1  1  1  1  0  0  1  1  1  0  0  0  0  1  1  1  0  1  0  1  0  0  0  0  0  0  0  1  0  0  1  1  1  1  1  0  0  0  1  1  0  1  0  0  1  0  0  0  0  1  1  0  1  0  0  0  1  1  0  0  0  0  1  1  0  1  0  1  1  0  1  0  1  1  0  0  0  1  0  1  0,normal conditions,low,7,4,2
1  0  0  0  0  0  1  1  1  1  0  1  1  0  0  1  1  0  1  1  1  1  1  0  1  1  0  0  0  0  1  0  1  1  0  1  0  1  1  1  1  0  1  1  1  0  0  0  0  1  1  1  0  0  1  1  0  1  0  0  1  0  1  1  1  1  0  1  1  0  1  0  1  1  1  0  1  1  1  0  0  0  0  1  1  1  1  0  0  1  1  1  0  1  0  1  0  0  0  0,0  0  0  0  0  1  1  1  0  1  1  1  0  0  0  1  1  1  1  1  1  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  1  0  0  0  0  1  1  0  1  0  1  0  1  1  0  0  0  0  0  0  1  0  1  1  0  0  0  1  1  1  1  1  1  1  1  1  0  0  0  0  0  1  1  1  1  0  1  1  1  1  0  0  1  0  0  1  1  0  0  1  0  1  0,0  0  0  0  0  1  1  1  0  1  1  1  0  0  0  1  1  1  1  1  1  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  1  0  0  0  0  1  1  0  1  0  1  0  1  1  0  0  0  0  0  0  1  0  1  1  0  0  0  1  1  1  1  1  1  1  1  1  0  0  0  0  0  1  1  1  1  0  1  1  1  1  0  0  1  0  0  1  1  0  0  1  0  1  0,cosmic ray,low,7,4,2
0  0  1  1  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  1  0  1  0  1  0  0  1  1  0  1  1  0  0  1  1  0  1  0  1  1  0  1  1  0  1  0  1  0  1  1  0  1  1  1  1  0  0  0  1  1  1  1  1  0  1  0  0  1  1  0  1  0  1  1  1  0  0  1  1  0  0  0  1  1  0  0  0  1  0  0,1  1  1  1  1  1  1  0  0  0  1  1  0  0  0  1  1  1  0  0  0  1  1  1  0  0  0  1  0  1  1  0  0  0  0  1  0  1  1  0  1  1  1  1  0  0  1  0  0  1  0  1  1  0  0  1  0  1  1  0  1  0  0  1  1  1  0  0  0  1  1  0  0  1  1  0  1  1  0  1  1  1  1  1  0  1  0  1  1  1  1  1  0  0  0  1  0  1  1  0,1  1  1  1  1  1  1  0  0  0  1  1  0  0  0  1  1  1  0  0  0  1  1  1  0  0  0  1  0  1  1  0  0  0  0  1  0  1  1  0  1  1  1  1  0  0  1  0  0  1  0  1  1  0  0  1  0  1  1  0  1  0  0  1  1  1  0  0  0  1  1  0  0  1  1  0  1  1  0  1  1  1  1  1  0  1  0  1  1  1  1  1  0  0  0  1  0  1  1  0,normal conditions,medium,7,4,2
1  1  0  0  0  1  0  0  0  1  1  0  0  1  0  1  0  0  0  0  0  0  1  1  1  0  1  1  1  1  0  0  1  1  0  1  1  0  1  0  1  1  0  1  0  0  1  0  1  1  0  0  0  1  1  1  1  1  1  1  0  0  0  0  0  0  1  0  0  0  0  1  0  1  1  0  1  1  1  1  0  0  1  1  1  0  0  0  0  1  1  0  0  0  1  1  0  1  0  1,1  0  1  0  0  0  0  0  0  1  0  0  1  1  0  0  1  0  0  0  0  0  0  1  1  1  0  1  1  1  0  1  1  0  0  0  0  0  1  1  0  0  0  0  1  0  0  1  1  1  0  1  1  0  1  1  1  1  0  0  1  1  1  1  0  1  1  1  0  0  0  0  0  0  0  1  1  1  1  0  1  0  0  1  1  1  0  1  1  1  1  1  0  0  0  1  0  1  0  0,1  0  1  0  0  0  0  0  0  1  0  0  1  1  0  0  1  0  0  0  0  0  0  1  1  1  0  1  1  1  0  1  1  0  0  0  0  0  1  1  0  0  0  0  1  0  0  1  1  1  0  1  1  0  1  1  1  1  0  0  1  1  1  1  0  1  1  1  0  0  0  0  0  0  0  1  1  1  1  0  1  0  0  1  1  1  0  1  1  1  1  1  0  0  0  1  0  1  0  0,solar flare,high,7,4,2
1  0  1  0  0  1  0  1  0  1  0  1  0  1  0  0  1  0  1  0  0  1  1  0  0  0  0  0  1  1  0  0  0  0  1  0  1  0  0  0  1  1  0  1  1  1  1  0  1  0  1  0  1  1  1  1  0  1  0  0  0  0  0  0  0  1  1  0  0  1  1  1  1  1  0  0  0  0  1  0  0  1  1  0  0  0  0  1  0  0  0  1  1  0  1  0  1  1  0  0,0  1  1  0  1  0  1  0  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  0  0  1  1  0  0  0  1  0  1  0  0  1  1  1  0  0  1  0  1  0  0  1  1  1  1  1  0  0  1  0  1  0  1  0  0  1  1  1  1  1  1  1  0  0  1  1  0  0  1  1  1  1  0  0  1  1  1  0  1  1  0  0  0  0  0  1  1  1  0  0  0  0  1  1  1  1,0  1  1  0  1  0  1  0  0  0  1  0  0  0  1  0  1  0  0  0  0  1  1  0  0  1  1  0  0  0  1  0  1  0  0  1  1  1  0  0  1  0  1  0  0  1  1  1  1  1  0  0  1  0  1  0  1  0  0  1  1  1  1  1  1  1  0  0  1  1  0  0  1  1  1  1  0  0  1  1  1  0  1  1  0  0  0  0  0  1  1  1  0  0  0  0  1  1  1  1,normal conditions,low,7,4,2
0  1  0  1  0  0  0  0  1  1  0  1  1  1  1  0  0  1  0  1  0  1  1  0  1  0  1  1  0  1  1  0  0  1  0  0  1  1  0  1  0  0  1  0  0  1  0  0  1  1  1  1  1  0  0  0  1  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  1  1  1  1  0  0  0  0  0  0  1  1  1  0  1  1  0  1  1  1,1  1  0  0  0  1  1  0  1  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  1  1  1  1  1  0  0  1  0  1  0  1  0  1  0  0  0  0  1  0  0  1  0  1  1  0  0  1  1  0  1  1  0  1  0  1  0  1  1  0  0  0  1  1  1  1  0  0  1  0  0  1  0  0  0  0  0  1  1  0  1  1  1  0  0  1  1  1  0  1  1  0  0  0  1  0,1  1  0  0  0  1  1  0  1  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  1  1  1  1  1  0  0  1  0  1  0  1  0  1  0  0  0  0  1  0  0  1  0  1  1  0  0  1  1  0  1  1  0  1  0  1  0  1  1  0  0  0  1  1  1  1  0  0  1  0  0  1  0  0  0  0  0  1  1  0  1  1  1  0  0  1  1  1  0  1  1  0  0  0  1  0,normal conditions,high,7,4,2
0  0  1  1  1  1  1  1  0  0  1  0  0  0  1  1  0  0  0  0  1  1  0  0  0  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  0  0  0  1  1  1  0  1  0  1  0  1  0  0  0  1  0  1  0  0  0  0  0  0  0  1  1  0  0  0  1  0  0  1  0  1  0  1  1  0  1  0  1  0  1  1  1  1  1  0  0  0  0  0  0  0  0  0  1  0,0  0  1  1  0  0  1  0  1  0  1  0  1  1  1  1  0  0  0  0  1  0  1  0  0  1  1  1  0  0  0  1  1  1  0  1  0  1  1  0  1  1  1  1  0  1  1  1  0  0  0  1  0  0  0  0  1  0  1  1  0  0  0  0  1  1  1  1  0  1  1  0  1  1  1  0  0  0  1  1  0  0  1  0  1  1  1  1  0  1  0  0  0  1  0  1  0  0  1  1,0  0  1  1  0  0  1  0  1  0  1  0  1  1  1  1  0  0  0  0  1  0  1  0  0  1  1  1  0  0  0  1  1  1  0  1  0  1  1  0  1  1  1  1  0  1  1  1  0  0  0  1  0  0  0  0  1  0  1  1  0  0  0  0  1  1  1  1  0  1  1  0  1  1  1  0  0  0  1  1  0  0  1  0  1  1  1  1  0  1  0  0  0  1  0  1  0  0  1  1,normal conditions,high,7,4,2
1  1  0  1  0  1  0  1  1  1  1  1  1  1  0  1  1  0  0  0  1  1  0  0  0  1  1  0  1  0  0  1  0  1  0  1  1  1  0  1  0  1  0  0  1  1  0  1  1  1  0  1  0  1  0  0  1  1  0  1  1  1  1  0  0  0  0  0  1  0  0  0  1  0  0  1  0  1  1  0  1  0  0  0  0  1  0  1  0  0  1  1  1  0  0  0  0  1  1  1,1  1  0  0  1  1  1  1  0  0  1  0  1  0  0  1  1  0  1  1  1  0  1  0  0  0  1  0  0  1  1  1  1  0  1  0  0  1  0  1  0  0  0  1  1  1  1  1  0  1  1  1  0  1  1  0  1  0  0  0  1  0  0  1  1  0  0  0  1  0  0  0  0  1  0  1  1  1  0  0  1  0  1  0  0  0  1  0  0  0  1  0  0  1  1  0  1  0  1  0,1  1  0  0  1  1  1  1  0  0  1  0  1  0  0  1  1  0  1  1  1  0  1  0  0  0  1  0  0  1  1  1  1  0  1  0  0  1  0  1  0  0  0  1  1  1  1  1  0  1  1  1  0  1  1  0  1  0  0  0  1  0  0  1  1  0  0  0  1  0  0  0  0  1  0  1  1  1  0  0  1  0  1  0  0  0  1  0  0  0  1  0  0  1  1  0  1  0  1  0,solar flare,medium,7,4,2
0  0  1  1  1  1  1  0  1  1  0  1  1  0  0  1  1  1  0  0  1  0  1  1  1  1  1  1  0  0  1  1  0  1  1  0  0  0  0  1  1  1  0  1  0  0  0  1  0  0  0  1  1  0  0  1  0  0  0  0  0  1  1  0  1  0  0  1  1  1  0  0  1  1  0  1  1  1  1  1  0  0  0  0  0  0  1  1  1  1  1  0  0  0  1  1  0  0  0  1,1  1  1  0  0  0  0  0  0  1  0  0  1  1  0  0  0  1  1  0  1  0  1  0  1  1  0  0  0  0  0  1  1  0  0  1  0  0  0  1  0  1  0  0  1  0  0  0  1  0  0  0  0  1  0  1  1  1  0  0  0  1  0  1  0  0  1  1  0  0  1  0  0  0  0  0  0  0  0  1  1  0  1  0  0  1  1  0  1  0  1  0  1  0  0  0  0  1  1  0,1  1  1  0  0  0  0  0  0  1  0  0  1  1  0  0  0  1  1  0  1  0  1  0  1  1  0  0  0  0  0  1  1  0  0  1  0  0  0  1  0  1  0  0  1  0  0  0  1  0  0  0  0  1  0  1  1  1  0  0  0  1  0  1  0  0  1  1  0  0  1  0  0  0  0  0  0  0  0  1  1  0  1  0  0  1  1  0  1  0  1  0  1  0  0  0  0  1  1  0,cosmic ray,low,7,4,2
0  0  0  0  1  1  1  1  0  1  1  0  1  0  0  0  0  0  0  1  0  0  1  1  0  0  1  0  1  1  0  0  0  1  1  0  1  0  0  0  1  0  1  0  1  1  0  1  0  0  1  0  1  1  0  1  1  1  0  1  0  0  1  0  1  1  1  1  0  0  1  0  1  0  0  1  0  0  0  1  1  1  1  0  0  0  1  1  1  1  0  1  0  1  1  1  0  1  1  1,1  1  1  0  0  0  0  1  1  1  0  0  0  1  0  0  1  0  1  0  0  1  1  1  0  0  1  1  1  1  0  0  1  1  0  0  0  0  0  0  1  0  1  1  1  0  0  1  1  0  0  0  0  0  1  1  0  1  1  0  1  1  1  1  1  1  0  0  1  1  0  1  1  0  0  1  1  1  1  0  1  1  1  1  1  1  0  1  0  0  1  1  1  1  0  0  1  0  1  0,1  1  1  0  0  0  0  1  1  1  0  0  0  1  0  0  1  0  1  0  0  1  1  1  0  0  1  1  1  1  0  0  1  1  0  0  0  0  0  0  1  0  1  1  1  0  0  1  1  0  0  0  0  0  1  1  0  1  1  0  1  1  1  1  1  1  0  0  1  1  0  1  1  0  0  1  1  1  1  0  1  1  1  1  1  1  0  1  0  0  1  1  1  1  0  0  1  0  1  0,solar flare,low,7,4,2
1  0  0  1  0  1  0  1  1  1  0  1  0  0  0  1  0  0  1  0  1  1  1  0  1  1  0  1  1  1  0  0  0  0  1  0  0  1  0  0  1  0  1  0  1  1  0  0  1  1  0  0  0  0  1  0  0  0  1  0  1  0  0  1  0  0  1  1  0  1  0  1  1  1  1  0  0  0  0  0  1  0  1  0  1  1  0  1  1  1  0  1  1  1  1  1  0  1  1  1,0  0  0  1  1  1  1  0  1  1  1  1  1  0  1  1  0  0  1  0  0  0  1  0  1  0  0  1  1  0  0  0  0  0  0  0  1  0  0  0  0  1  1  1  1  0  1  1  0  1  0  1  1  1  1  0  1  1  1  0  1  1  1  0  1  1  0  1  0  0  0  1  0  1  1  0  0  0  0  0  0  1  0  1  1  1  1  1  0  0  0  1  0  1  1  0  0  0  1  0,0  0  0  1  1  1  1  0  1  1  1  1  1  0  1  1  0  0  1  0  0  0  1  0  1  0  0  1  1  0  0  0  0  0  0  0  1  0  0  0  0  1  1  1  1  0  1  1  0  1  0  1  1  1  1  0  1  1  1  0  1  1  1  0  1  1  0  1  0  0  0  1  0  1  1  0  0  0  0  0  0  1  0  1  1  1  1  1  0  0  0  1  0  1  1  0  0  0  1  0,normal conditions,medium,7,4,2
1  1  1  1  0  0  0  0  0  1  0  0  0  1  1  1  0  1  1  0  0  0  0  0  1  1  1  0  0  1  0  0  0  1  1  1  1  1  0  0  0  0  1  1  1  0  1  1  1  1  0  1  0  1  0  1  0  1  0  0  0  0  1  0  1  1  1  1  0  1  0  0  1  0  1  1  1  1  0  1  1  0  1  1  1  0  1  1  0  0  1  1  1  0  1  0  0  0  0  1,0  1  0  0  0  0  0  0  1  0  1  0  1  1  1  0  0  1  0  0  1  0  0  1  0  1  1  0  1  1  0  0  0  1  0  1  0  0  1  0  1  1  0  1  1  0  0  0  1  0  1  1  1  0  1  0  1  1  0  0  1  1  0  1  0  0  1  1  0  1  1  0  0  0  0  0  0  0  1  1  1  1  1  1  1  0  0  1  0  0  0  0  0  1  1  0  0  1  1  0,0  1  0  0  0  0  0  0  1  0  1  0  1  1  1  0  0  1  0  0  1  0  0  1  0  1  1  0  1  1  0  0  0  1  0  1  0  0  1  0  1  1  0  1  1  0  0  0  1  0  1  1  1  0  1  0  1  1  0  0  1  1  0  1  0  0  1  1  0  1  1  0  0  0  0  0  0  0  1  1  1  1  1  1  1  0  0  1  0  0  0  0  0  1  1  0  0  1  1  0,solar flare,high,7,4,2
1  0  1  0  1  1  0  1  0  1  0  0  1  0  0  0  1  0  0  0  0  0  1  0  0  1  1  0  1  1  0  0  1  0  1  0  1  1  1  0  0  0  0  1  1  0  1  1  1  0  1  1  1  0  1  0  1  0  0  1  0  1  1  0  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  0  0  1  0  0  0  0  1  0  1  1  1  1  0  1  1  1  0  0  0  0,0  1  1  1  0  0  1  0  1  1  1  1  1  0  0  0  1  1  1  0  0  0  1  0  1  0  0  0  1  1  1  0  1  0  0  1  0  1  0  1  0  1  0  0  1  1  0  1  1  1  1  1  0  1  0  0  1  1  1  1  1  1  0  0  0  1  1  1  1  1  1  0  0  1  0  0  1  1  0  1  1  0  1  0  0  0  1  1  1  0  0  0  0  1  0  0  1  0  1  1,0  1  1  1  0  0  1  0  1  1  1  1  1  0  0  0  1  1  1  0  0  0  1  0  1  0  0  0  1  1  1  0  1  0  0  1  0  1  0  1  0  1  0  0  1  1  0  1  1  1  1  1  0  1  0  0  1  1  1  1  1  1  0  0  0  1  1  1  1  1  1  0  0  1  0  0  1  1  0  1  1  0  1  0  0  0  1  1  1  0  0  0  0  1  0  0  1  0  1  1,cosmic ray,low,7,4,2
1  0  1  0  0  1  1  1  1  1  1  1  1  1  0  1  1  0  0  0  0  1  1  1  1  1  0  0  0  0  0  1  1  0  0  1  0  0  0  1  1  0  0  0  1  0  1  0  1  0  0  0  1  0  1  1  1  0  0  1  0  1  0  1  1  1  1  1  0  1  0  1  1  1  0  1  1  0  1  0  1  1  0  1  1  1  0  0  1  0  1  1  1  1  1  1  1  0  1  0,0  0  1  1  1  1  1  0  0  1  1  0  1  0  0  1  0  0  1  0  1  0  1  0  1  0  1  1  1  1  0  1  1  1  1  1  0  1  1  1  1  0  1  0  0  1  0  1  1  1  1  0  0  1  0  1  1  1  1  0  1  1  1  0  1  1  0  0  1  0  0  1  1  1  1  1  0  0  0  0  0  1  1  1  0  0  1  1  1  1  0  1  1  0  1  1  1  1  0  1,0  0  1  1  1  1  1  0  0  1  1  0  1  0  0  1  0  0  1  0  1  0  1  0  1  0  1  1  1  1  0  1  1  1  1  1  0  1  1  1  1  0  1  0  0  1  0  1  1  1  1  0  0  1  0  1  1  1  1  0  1  1  1  0  1  1  0  0  1  0  0  1  1  1  1  1  0  0  0  0  0  1  1  1  0  0  1  1  1  1  0  1  1  0  1  1  1  1  0  1,solar flare,low,7,4,2
0  1  0  1  0  0  1  0  1  1  1  0  1  1  0  0  1  0  0  1  1  1  1  0  0  0  0  0  0  0  0  0  1  0  0  1  1  1  0  0  1  0  0  0  0  0  0  1  0  0  1  0  0  1  1  1  0  0  0  0  1  1  0  0  0  1  0  0  0  1  0  1  0  1  0  1  1  0  0  1  1  1  0  0  0  0  1  0  0  0  0  0  1  1  0  0  1  0  1  1,1  0  0  0  1  0  1  1  1  1  0  0  1  1  1  0  0  1  0  0  0  1  1  0  0  0  0  0  1  1  1  0  1  0  0  1  0  1  1  0  0  1  0  1  0  1  0  1  0  1  1  1  0  0  1  1  1  0  0  1  0  0  0  0  0  0  0  1  1  0  1  1  0  0  1  0  0  0  1  1  1  0  0  0  1  0  0  1  0  1  1  0  0  0  0  1  1  1  1  1,1  0  0  0  1  0  1  1  1  1  0  0  1  1  1  0  0  1  0  0  0  1  1  0  0  0  0  0  1  1  1  0  1  0  0  1  0  1  1  0  0  1  0  1  0  1  0  1  0  1  1  1  0  0  1  1  1  0  0  1  0  0  0  0  0  0  0  1  1  0  1  1  0  0  1  0  0  0  1  1  1  0  0  0  1  0  0  1  0  1  1  0  0  0  0  1  1  1  1  1,cosmic ray,low,7,4,2
1  0  0  0  0  0  1  0  1  1  0  1  0  0  1  0  1  1  1  1  0  1  0  1  1  1  1  1  1  1  0  0  0  0  0  0  1  0  0  0  0  1  1  1  1  1  0  0  0  0  0  0  0  0  0  0  1  1  1  1  1  1  0  1  0  1  0  0  1  1  0  1  1  1  1  0  0  0  1  0  0  0  1  1  1  1  0  1  0  0  0  1  0  1  0  1  0  0  1  1,0  1  0  0  1  0  0  0  1  1  0  0  0  1  0  0  0  0  1  0  0  1  0  0  1  1  1  0  0  1  1  0  0  1  1  1  0  1  1  1  0  0  0  1  0  0  0  1  0  1  1  0  1  1  1  0  0  0  0  0  1  1  1  1  1  1  0  0  0  0  0  0  0  0  1  0  1  0  1  1  0  1  1  1  1  1  0  0  0  0  0  0  0  1  1  1  0  0  0  0,0  1  0  0  1  0  0  0  1  1  0  0  0  1  0  0  0  0  1  0  0  1  0  0  1  1  1  0  0  1  1  0  0  1  1  1  0  1  1  1  0  0  0  1  0  0  0  1  0  1  1  0  1  1  1  0  0  0  0  0  1  1  1  1  1  1  0  0  0  0  0  0  0  0  1  0  1  0  1  1  0  1  1  1  1  1  0  0  0  0  0  0  0  1  1  1  0  0  0  0,cosmic ray,high,7,4,2
1  1  0  0  0  0  1  0  1  0  0  1  1  1  1  0  1  0  1  1  0  0  0  1  0  1  1  1  1  1  1  0  1  1  1  0  1  1  0  1  1  1  0  1  1  0  1  1  1  0  1  0  1  1  1  0  1  1  1  0  1  0  1  0  0  0  0  0  1  1  1  0  1  1  1  1  1  0  1  0  0  1  1  0  0  1  1  0  0  0  1  1  0  1  0  0  0  1  0  0,0  1  1  1  0  1  0  0  0  0  0  1  0  0  0  1  0  0  1  0  0  1  1  1  1  0  1  1  0  1  1  1  1  0  1  1  1  1  0  0  1  1  0  1  1  1  0  1  0  1  1  1  0  1  0  1  0  0  0  1  1  0  1  1  0  0  0  1  0  1  1  1  1  1  0  0  1  1  0  0  0  1  0  1  0  1  1  1  0  1  0  1  0  0  1  1  1  0  0  1,0  1  1  1  0  1  0  0  0  0  0  1  0  0  0  1  0  0  1  0  0  1  1  1  1  0  1  1  0  1  1  1  1  0  1  1  1  1  0  0  1  1  0  1  1  1  0  1  0  1  1  1  0  1  0  1  0  0  0  1  1  0  1  1  0  0  0  1  0  1  1  1  1  1  0  0  1  1  0  0  0  1  0  1  0  1  1  1  0  1  0  1  0  0  1  1  1  0  0  1,normal conditions,high,7,4,2
1  0  1  1  1  0  1  0  1  1  1  0  0  0  1  1  0  1  1  0  1  0  0  0  0  0  1  1  0  0  0  0  0  0  1  0  0  0  1  0  1  1  1  1  1  0  1  1  1  0  0  0  0  0  1  0  0  0  1  0  1  1  1  1  0  0  0  1  1  0  0  1  0  1  1  0  0  0  0  1  0  1  0  0  0  0  0  1  1  0  1  0  0  0  0  0  1  1  0  1,0  1  0  1  0  0  0  0  1  1  0  1  1  0  1  1  1  0  0  1  1  0  0  0  0  1  1  0  1  1  1  0  0  0  0  1  1  1  0  0  0  1  1  1  1  1  0  1  1  0  0  0  0  0  0  0  1  1  0  1  1  1  1  1  0  1  0  0  1  0  0  1  0  0  1  0  1  1  1  0  0  1  0  1  1  1  1  0  0  1  0  0  0  0  0  1  1  1  1  1,0  1  0  1  0  0  0  0  1  1  0  1  1  0  1  1  1  0  0  1  1  0  0  0  0  1  1  0  1  1  1  0  0  0  0  1  1  1  0  0  0  1  1  1  1  1  0  1  1  0  0  0  0  0  0  0  1  1  0  1  1  1  1  1  0  1  0  0  1  0  0  1  0  0  1  0  1  1  1  0  0  1  0  1  1  1  1  0  0  1  0  0  0  0  0  1  1  1  1  1,solar flare,medium,7,4,2
0  1  1  1  0  1  1  1  0  0  0  1  1  1  0  0  0  0  1  1  1  0  1  1  0  1  1  1  0  0  1  0  1  1  0  0  1  0  1  0  1  0  1  0  0  0  0  0  0  1  1  1  0  1  1  1  0  0  0  1  0  0  1  0  0  1  0  0  1  1  1  1  1  1  1  1  1  0  1  1  1  0  1  0  0  1  0  0  1  1  0  1  0  0  1  0  1  0  1  1,0  0  0  0  0  1  1  1  0  0  0  1  1  1  0  0  1  0  1  1  1  1  1  0  0  1  1  1  1  1  0  0  1  0  0  0  1  1  1  1  1  0  0  1  0  0  1  1  1  1  1  1  1  0  0  0  0  1  1  1  0  1  1  1  0  0  1  1  0  0  0  1  0  1  0  0  1  1  0  0  0  1  0  0  0  1  0  1  1  0  1  0  1  0  1  1  0  1  0  1,0  0  0  0  0  1  1  1  0  0  0  1  1  1  0  0  1  0  1  1  1  1  1  0  0  1  1  1  1  1  0  0  1  0  0  0  1  1  1  1  1  0  0  1  0  0  1  1  1  1  1  1  1  0  0  0  0  1  1  1  0  1  1  1  0  0  1  1  0  0  0  1  0  1  0  0  1  1  0  0  0  1  0  0  0  1  0  1  1  0  1  0  1  0  1  1  0  1  0  1,normal conditions,medium,7,4,2
1  1  0  1  0  1  0  0  0  0  0  1  0  1  0  1  1  0  1  1  1  1  1  0  1  0  1  1  0  0  1  1  0  1  0  1  1  1  1  1  1  1  1  1  1  1  0  0  1  1  0  1  1  0  0  1  0  0  1  0  0  0  0  0  0  1  1  1  1  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  1  1  0  0  1  0  1  0  0  0  1  1  1  1  0  0,0  1  1  0  0  0  0  0  0  0  0  0  1  1  1  1  0  1  0  0  1  0  1  0  0  0  1  1  0  1  1  0  0  0  0  1  1  0  0  1  0  1  0  1  1  1  1  0  0  1  1  0  1  0  1  1  0  0  1  0  1  1  0  1  0  0  0  0  1  0  0  1  1  0  0  1  0  0  1  1  1  0  1  1  0  0  0  1  0  1  1  1  1  0  0  0  1  1  0  1,0  1  1  0  0  0  0  0  0  0  0  0  1  1  1  1  0  1  0  0  1  0  1  0  0  0  1  1  0  1  1  0  0  0  0  1  1  0  0  1  0  1  0  1  1  1  1  0  0  1  1  0  1  0  1  1  0  0  1  0  1  1  0  1  0  0  0  0  1  0  0  1  1  0  0  1  0  0  1  1  1  0  1  1  0  0  0  1  0  1  1  1  1  0  0  0  1  1  0  1,normal conditions,low,7,4,2
1  0  1  1  1  1  1  1  1  1  0  0  1  1  0  1  1  1  0  0  1  1  1  0  1  1  1  1  0  1  1  0  1  0  0  0  1  1  1  0  0  1  0  0  1  0  0  0  1  0  0  1  1  0  0  0  1  1  1  0  1  1  0  1  1  0  0  0  1  0  0  0  0  0  1  1  1  1  0  0  1  1  1  1  1  1  0  1  0  0  1  1  0  1  1  0  0  0  0  0,0  0  1  1  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  1  0  1  0  0  0  1  1  1  1  0  0  1  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  1  0  1  1  0  0  1  1  0  1  0  0  0  1  0  0  1  1  0  1  0  1  1  0  0  0  1  1  1  1  1  1  1  0  0  0  0  0  1  0  1  0  0  0  1  1  0  1  1  0  0  1,0  0  1  1  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  1  0  1  0  0  0  1  1  1  1  0  0  1  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  1  0  1  1  0  0  1  1  0  1  0  0  0  1  0  0  1  1  0  1  0  1  1  0  0  0  1  1  1  1  1  1  1  0  0  0  0  0  1  0  1  0  0  0  1  1  0  1  1  0  0  1,normal conditions,high,7,4,2
1  1  0  1  1  1  0  1  1  1  1  0  1  0  0  1  0  1  1  1  0  1  0  0  0  1  1  1  0  0  1  0  0  1  0  0  0  0  0  1  1  0  1  1  0  0  1  0  1  1  0  0  0  0  1  1  1  0  1  0  1  1  0  0  0  0  0  1  1  1  1  0  1  1  1  1  0  0  0  0  0  0  1  1  0  1  0  1  1  1  0  0  1  1  1  1  1  1  1  1,1  0  0  1  0  0  0  1  0  0  0  0  0  1  1  1  1  0  0  1  1  0  1  1  1  1  0  1  1  0  1  0  1  0  0  1  1  0  0  1  1  1  1  0  0  0  1  1  0  0  1  1  1  0  1  0  0  1  0  1  1  0  1  1  1  1  1  0  0  0  0  1  0  0  1  0  1  1  0  1  1  0  0  0  0  1  0  0  0  1  1  1  0  0  0  1  1  0  1  1,1  0  0  1  0  0  0  1  0  0  0  0  0  1  1  1  1  0  0  1  1  0  1  1  1  1  0  1  1  0  1  0  1  0  0  1  1  0  0  1  1  1  1  0  0  0  1  1  0  0  1  1  1  0  1  0  0  1  0  1  1  0  1  1  1  1  1  0  0  0  0  1  0  0  1  0  1  1  0  1  1  0  0  0  0  1  0  0  0  1  1  1  0  0  0  1  1  0  1  1,cosmic ray,medium,7,4,2
